,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,70,0,320,allocated,335.24323403725333,0,70,0,150,allocated,843.1952882599885,0,70,0,248,allocated,535.1383322820807,0,70,0,223,existing,748.5976671541746
1,1,70,1,320,allocated,419.8785042640633,1,70,1,150,allocated,758.5600180331785,1,70,1,248,allocated,450.50306205527073,1,70,1,223,existing,663.9623969273647
2,2,89,3,273,existing,771.8191295857703,2,89,3,150,allocated,379.66354301308314,2,89,3,375,existing,361.36511552354403,2,89,3,215,allocated,401.01321433241
3,3,90,4,273,existing,778.2466467789923,3,90,4,394,existing,610.8061061716555,3,90,4,44,existing,435.262032402258,3,90,4,273,existing,778.2466467789923
4,4,89,5,273,existing,707.3736999610633,4,89,5,394,existing,681.6790529895845,4,89,5,44,existing,434.7414765164995,4,89,5,273,existing,707.3736999610633
5,5,90,6,273,existing,574.8045864289983,5,90,6,273,existing,574.8045864289983,5,90,6,44,existing,396.189845778524,5,90,6,273,existing,574.8045864289983
6,6,90,8,273,existing,605.6830660348891,6,90,8,273,existing,605.6830660348891,6,90,8,44,existing,365.31136617263326,6,90,8,273,existing,605.6830660348891
7,7,89,9,273,existing,653.4990295434469,7,89,9,273,existing,653.4990295434469,7,89,9,44,existing,275.0839601015959,7,89,9,273,existing,653.4990295434469
8,8,89,13,273,existing,572.6214429885744,8,89,13,273,existing,572.6214429885744,8,89,13,155,existing,593.4230149162048,8,89,13,273,existing,572.6214429885744
9,9,70,14,320,allocated,404.7317834726291,9,70,14,273,existing,633.4634681509439,9,70,14,219,existing,487.3614552561488,9,70,14,329,existing,611.0832610942533
10,10,70,15,320,allocated,358.2438963235363,10,70,15,273,existing,679.9513553000365,10,70,15,219,existing,533.8493424052416,10,70,15,329,existing,657.571148243346
11,11,89,18,273,existing,977.9034126036976,11,89,18,394,existing,837.3774008655644,11,89,18,44,existing,436.4540510671161,11,89,18,273,existing,977.9034126036976
12,12,89,19,273,existing,1026.4254817452108,12,89,19,394,existing,788.8553317240511,12,89,19,44,existing,387.9319819256028,12,89,19,273,existing,1026.4254817452108
13,13,90,20,273,existing,553.7288901847646,13,90,20,273,existing,553.7288901847646,13,90,20,44,existing,350.1535517282134,13,90,20,273,existing,553.7288901847646
14,14,90,22,273,existing,341.5204651293925,14,90,22,273,existing,341.5204651293925,14,90,22,90,existing,485.9584790787312,14,90,22,273,existing,341.5204651293925
15,15,90,24,273,existing,334.73040544950084,15,90,24,273,existing,334.73040544950084,15,90,24,375,existing,233.45347299994125,15,90,24,329,existing,312.3501983928103
16,16,91,25,276,existing,831.6270985409226,16,91,25,150,allocated,412.3159794872159,16,91,25,215,existing,433.6656508065427,16,91,25,215,allocated,433.6656508065427
17,17,91,26,276,existing,901.030676004856,17,91,26,150,allocated,481.71955695114923,17,91,26,215,existing,503.06922827047606,17,91,26,215,allocated,503.06922827047606
18,18,91,27,276,existing,509.119889369821,18,91,27,150,allocated,99.06717375607471,18,91,27,149,existing,182.29660574215413,18,91,27,215,allocated,238.0419380257714
19,19,91,28,276,existing,575.8501818802958,19,91,28,150,allocated,165.7974662665495,19,91,28,215,existing,171.31164551529665,19,91,28,215,allocated,171.31164551529665
20,20,92,29,276,existing,896.2918707545555,20,92,29,150,allocated,714.7259024000662,20,92,29,215,existing,377.61679061821997,20,92,29,215,allocated,377.61679061821997
21,21,92,30,276,existing,1030.8835464253175,21,92,30,150,allocated,818.8368143824276,21,92,30,215,existing,512.2084662889821,21,92,30,215,allocated,512.2084662889821
22,22,88,31,34,existing,402.37202210404047,22,88,31,150,allocated,577.7546392851914,22,88,31,149,existing,660.9840712712708,22,88,31,223,existing,716.4211159403983
23,23,91,35,276,existing,598.8705347581498,23,91,35,150,allocated,477.61941150662335,23,91,35,248,allocated,169.56245552871556,23,91,35,223,existing,383.02179040080955
24,24,92,36,276,existing,701.4053106404859,24,92,36,150,allocated,580.1541873889594,24,92,36,248,allocated,272.09723141105167,24,92,36,223,existing,485.5565662831456
25,25,89,37,273,existing,1242.2787922173532,25,89,37,150,allocated,833.0982190913309,25,89,37,215,existing,772.6002565202847,25,89,37,215,allocated,772.6002565202847
26,26,89,39,273,existing,709.762397492027,26,89,39,150,allocated,591.5469323235243,26,89,39,375,existing,329.1456496508129,26,89,39,215,allocated,612.896603642851
27,27,90,40,273,existing,665.5678571831836,27,90,40,150,allocated,517.5151257936686,27,90,40,375,existing,255.11384312095743,27,90,40,215,allocated,538.8647971129956
28,28,89,42,273,existing,630.4725633479766,28,89,42,150,allocated,521.0101092508768,28,89,42,375,existing,220.0185492857504,28,89,42,215,allocated,542.3597805702036
29,29,89,43,273,existing,819.3698614491739,29,89,43,150,allocated,709.907407352074,29,89,43,375,existing,408.9158473869476,29,89,43,215,allocated,731.2570786714009
30,30,90,44,273,existing,704.874549589312,30,90,44,273,existing,704.874549589312,30,90,44,44,existing,0.0,30,90,44,273,existing,704.874549589312
31,31,89,45,273,existing,634.7621246772779,31,89,45,273,existing,634.7621246772779,31,89,45,44,existing,70.11242491203409,31,89,45,273,existing,634.7621246772779
32,32,88,46,34,existing,876.6939536437342,32,88,46,47,existing,65.65694845106405,32,88,46,248,allocated,1429.1430622335504,32,88,46,49,existing,362.61824122516236
33,33,88,47,34,existing,811.03700519267,33,88,47,47,existing,0.0,33,88,47,248,allocated,1363.4861137824862,33,88,47,49,existing,296.9612927740983
34,34,92,53,276,existing,779.8731848828774,34,92,53,150,allocated,598.3072165283882,34,92,53,215,existing,261.1981047465419,34,92,53,215,allocated,261.1981047465419
35,35,89,55,273,existing,468.38440469786315,35,89,55,273,existing,468.38440469786315,35,89,55,90,existing,226.53074985435714,35,89,55,329,existing,446.0041976411726
36,36,89,56,273,existing,1010.783594995815,36,89,56,394,existing,706.8323952049511,36,89,56,44,existing,305.90904540650286,36,89,56,273,existing,1010.783594995815
37,37,70,58,320,allocated,77.9824368100495,37,70,58,273,existing,960.2128148135234,37,70,58,155,existing,589.1769154359732,37,70,58,329,existing,937.8326077568329
38,38,90,59,273,existing,940.280913568776,38,90,59,394,existing,448.77183938187176,38,90,59,44,existing,417.1240058406304,38,90,59,273,existing,940.280913568776
39,39,90,60,273,existing,847.9072720852516,39,90,60,394,existing,541.1454808653962,39,90,60,44,existing,504.92265770851736,39,90,60,273,existing,847.9072720852516
40,40,70,61,320,allocated,572.8058201450683,40,70,61,150,allocated,806.2040111825655,40,70,61,248,allocated,488.97531362065405,40,70,61,223,existing,736.9675086230561
41,41,70,62,320,allocated,646.3552920565262,41,70,62,150,allocated,732.6545392711076,41,70,62,248,allocated,415.42584170919616,41,70,62,223,existing,663.4180367115982
42,42,70,63,320,allocated,989.7179405077958,42,70,63,394,existing,791.1330013105955,42,70,63,44,existing,390.2096515121473,42,70,63,273,existing,1095.0842011014595
43,43,90,67,273,existing,670.0712766590561,43,90,67,150,allocated,559.1684939051393,43,90,67,375,existing,368.83677048378377,43,90,67,329,existing,647.6910696023656
44,44,70,68,320,allocated,454.7973833119206,44,70,68,273,existing,583.3978683116522,44,70,68,219,existing,437.2958554168573,44,70,68,329,existing,561.0176612549617
45,45,70,69,320,allocated,473.0679716436971,45,70,69,150,allocated,705.3705506535447,45,70,69,248,allocated,397.3135946756369,45,70,69,223,existing,610.7729295477309
46,46,89,71,273,existing,550.5540775812879,46,89,71,273,existing,550.5540775812879,46,89,71,248,allocated,397.77388997551355,46,89,71,329,existing,528.1738705245973
