,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,32,0,85,existing,334.239879056741,0,32,0,196,existing,167.0257844362126,0,32,0,113,allocated,313.13799221827156,0,32,0,196,existing,167.0257844362126
1,1,32,1,85,existing,428.1104581700359,1,32,1,196,existing,260.89636354950744,1,32,1,113,allocated,407.0085713315664,1,32,1,196,existing,260.89636354950744
2,2,34,2,28,existing,420.70593002702367,2,34,2,135,existing,290.44537263258155,2,34,2,240,existing,491.6959165717227,2,34,2,28,existing,420.70593002702367
3,3,34,3,28,existing,490.0374127199214,3,34,3,135,existing,376.55688138430196,3,34,3,240,existing,577.8074253234431,3,34,3,28,existing,490.0374127199214
4,4,36,4,177,existing,822.0596173570989,4,36,4,177,existing,822.0596173570989,4,36,4,240,existing,460.07905189509273,4,36,4,173,existing,683.1519286948492
5,5,36,5,177,existing,707.7810234741469,5,36,5,177,existing,707.7810234741469,5,36,5,240,existing,345.80045801214067,5,36,5,173,existing,637.4512048875276
6,6,7,6,50,allocated,523.420769023064,6,7,6,168,allocated,588.6060219212518,6,7,6,254,existing,1109.3920344677622,6,7,6,9,allocated,859.3776272616251
7,7,7,7,50,allocated,649.6936122597755,7,7,7,168,allocated,714.8788651579632,7,7,7,254,existing,1235.6648777044736,7,7,7,9,allocated,985.6504704983365
8,8,7,8,50,allocated,389.1707558908268,8,7,8,168,allocated,105.10245064777749,8,7,8,254,existing,453.9432728694878,8,7,8,9,allocated,203.92886566335082
9,9,35,9,212,existing,557.1873867667962,9,35,9,168,allocated,309.03131631112825,9,35,9,254,existing,657.8721385328387,9,35,9,9,allocated,0.0
10,10,7,10,50,allocated,508.3386401151002,10,7,10,168,allocated,459.15639450133983,10,7,10,254,existing,432.25815723981566,10,7,10,9,allocated,557.9828095169132
11,11,7,11,50,allocated,586.5932325900014,11,7,11,168,allocated,380.90180202643853,11,7,11,254,existing,475.3751966070281,11,7,11,9,allocated,479.7282170420119
12,12,31,12,221,existing,423.6129269165055,12,31,12,301,existing,467.8922381737567,12,31,12,173,existing,264.79044044999637,12,31,12,173,existing,264.79044044999637
13,13,31,13,221,existing,534.9991923686023,13,31,13,301,existing,579.2785036258535,13,31,13,173,existing,376.1767059020932,13,31,13,173,existing,376.1767059020932
14,14,7,14,50,allocated,103.55600475279964,14,7,14,168,allocated,411.8840491104879,14,7,14,333,existing,745.8823828114179,14,7,14,9,allocated,682.6556544508612
15,15,36,16,177,existing,107.5632544017177,15,36,16,177,existing,107.5632544017177,15,36,16,173,existing,323.17422449291223,15,36,16,173,existing,323.17422449291223
16,16,36,17,177,existing,190.8613450593103,16,36,17,177,existing,190.8613450593103,16,36,17,173,existing,406.4723151505048,16,36,17,173,existing,406.4723151505048
17,17,33,18,303,existing,1038.5553701214492,17,33,18,168,allocated,985.9543446318486,17,33,18,254,existing,489.6686069563095,17,33,18,111,existing,877.992807642277
18,18,33,19,303,existing,1027.8107518469126,18,33,19,168,allocated,996.6989629063851,18,33,19,254,existing,478.92398868177304,18,33,19,111,existing,867.2481893677405
19,19,36,20,177,existing,485.80362862488903,19,36,20,177,existing,485.80362862488903,19,36,20,240,existing,286.4037898447883,19,36,20,173,existing,627.3652708642705
20,20,31,22,221,existing,249.46097742791522,20,31,22,301,existing,238.87379799121575,20,31,22,173,existing,350.6628384068815,20,31,22,173,existing,350.6628384068815
21,21,31,23,221,existing,107.51064567232379,21,31,23,301,existing,96.9234662356243,21,31,23,173,existing,208.71250665129008,21,31,23,173,existing,208.71250665129008
22,22,36,24,177,existing,662.6044772904747,22,36,24,177,existing,662.6044772904747,22,36,24,240,existing,300.6239118284685,22,36,24,173,existing,592.2746587038555
23,23,36,25,177,existing,597.0954403762549,23,36,25,177,existing,597.0954403762549,23,36,25,240,existing,235.11487491424876,23,36,25,173,existing,526.7656217896357
24,24,35,27,212,existing,347.2982593422349,24,35,27,168,allocated,573.8727199210667,24,35,27,254,existing,546.9095971194979,24,35,27,9,allocated,264.8414036099384
25,25,34,28,28,existing,0.0,25,34,28,28,existing,0.0,25,34,28,173,existing,396.80329754313186,25,34,28,28,existing,0.0
26,26,34,29,28,existing,46.30324549167052,26,34,29,28,existing,46.30324549167052,26,34,29,173,existing,443.10654303480237,26,34,29,28,existing,46.30324549167052
27,27,33,31,303,existing,479.5016628045444,27,33,31,196,existing,503.5106353685285,27,33,31,113,allocated,600.1980539574785,27,33,31,111,existing,269.80147377368286
28,28,33,33,303,existing,454.9328495286998,28,33,33,196,existing,528.0794486443731,28,33,33,113,allocated,575.6292406816339,28,33,33,111,existing,294.3702870495275
29,29,31,40,221,existing,727.6097596499525,29,31,40,301,existing,771.8890709072037,29,31,40,240,existing,514.6332634971252,29,31,40,173,existing,568.7872731834434
30,30,31,41,221,existing,561.4936583232449,30,31,41,301,existing,605.7729695804961,30,31,41,240,existing,348.5171621704175,30,31,41,173,existing,402.67117185673584
31,31,35,45,212,existing,363.1375214578963,31,35,45,168,allocated,392.5492596201327,31,35,45,113,allocated,488.2794418547594,31,35,45,9,allocated,194.04986530889988
32,32,35,46,212,existing,300.7707240587217,32,35,46,168,allocated,454.9160570193073,32,35,46,113,allocated,550.646239253934,32,35,46,9,allocated,256.41666270807445
33,33,35,47,212,existing,247.0197508816209,33,35,47,168,allocated,508.6670301964081,33,35,47,113,allocated,604.3972124310349,33,35,47,9,allocated,310.1676358851753
34,34,7,48,50,allocated,188.52168679825286,34,7,48,168,allocated,326.9183670650348,34,7,48,333,existing,830.8480648568711,34,7,48,9,allocated,597.6899724054081
35,35,7,49,50,allocated,261.8022943155195,35,7,49,168,allocated,253.6377595477681,35,7,49,254,existing,774.4237720942784,35,7,49,9,allocated,524.4093648881413
36,36,31,51,221,existing,538.687042762292,36,31,51,301,existing,582.9663540195432,36,31,51,240,existing,371.3237777313704,36,31,51,173,existing,379.8645562957829
37,37,34,52,28,existing,362.1454207178745,37,34,52,28,existing,362.1454207178745,37,34,52,173,existing,570.538655365689,37,34,52,28,existing,362.1454207178745
38,38,34,53,28,existing,512.478951912887,38,34,53,28,existing,512.478951912887,38,34,53,173,existing,720.8721865607016,38,34,53,28,existing,512.478951912887
39,39,36,61,177,existing,1043.8056917139747,39,36,61,177,existing,1043.8056917139747,39,36,61,240,existing,498.2537650509212,39,36,61,173,existing,1022.7866072714509
40,40,31,66,221,existing,780.7567714252402,40,31,66,301,existing,825.0360826824915,40,31,66,240,existing,613.3935063943186,40,31,66,173,existing,621.9342849587312
41,41,34,67,28,existing,187.41363405521133,41,34,67,28,existing,187.41363405521133,41,34,67,173,existing,350.87293108268995,41,34,67,28,existing,187.41363405521133
42,42,34,68,28,existing,164.94666524504336,42,34,68,28,existing,164.94666524504336,42,34,68,173,existing,373.33989989285794,42,34,68,28,existing,164.94666524504336
43,43,34,69,28,existing,626.8695243929725,43,34,69,28,existing,626.8695243929725,43,34,69,173,existing,835.262759040787,43,34,69,28,existing,626.8695243929725
44,44,34,70,28,existing,63.93058371728576,44,34,70,28,existing,63.93058371728576,44,34,70,173,existing,460.73388126041766,44,34,70,28,existing,63.93058371728576
45,45,34,71,28,existing,176.67571687472838,45,34,71,28,existing,176.67571687472838,45,34,71,173,existing,573.4790144178603,45,34,71,28,existing,176.67571687472838
46,46,32,73,85,existing,420.8680538938603,46,32,73,85,existing,420.8680538938603,46,32,73,113,allocated,411.9054095637091,46,32,73,72,existing,361.1949422265119
47,47,36,74,177,existing,381.3345036828857,47,36,74,177,existing,381.3345036828857,47,36,74,240,existing,390.8729147867917,47,36,74,28,existing,543.699022242082
48,48,36,75,177,existing,591.7493590378895,48,36,75,177,existing,591.7493590378895,48,36,75,240,existing,229.7687935758832,48,36,75,173,existing,521.4195404512701
