,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,66,0,467,allocated,402.50441018163247,0,66,0,395,existing,714.465597594778,0,66,0,467,existing,402.50441018163247
1,1,66,1,467,allocated,289.30701210315266,1,66,1,395,existing,601.2681995162983,1,66,1,467,existing,289.30701210315266
2,2,82,4,238,existing,383.88019419880027,2,82,4,500,existing,357.0809771199901,2,82,4,416,allocated,311.73851382187416
3,3,82,7,238,existing,390.5694081888313,3,82,7,236,allocated,375.9406640041278,3,82,7,416,allocated,318.42772781190513
4,4,82,9,238,existing,309.7238116113532,4,82,9,236,allocated,456.7862605816059,4,82,9,416,allocated,237.58213123442707
5,5,82,10,238,existing,300.71339068860357,5,82,10,236,allocated,514.8057147987595,5,82,10,416,allocated,228.57171031167746
6,6,81,11,559,existing,302.8126397292712,6,81,11,31,existing,233.81715793814251,6,81,11,242,existing,212.71220510961206
7,7,77,16,18,existing,286.5884493632901,7,77,16,18,existing,286.5884493632901,7,77,16,388,existing,291.0458995570404
8,8,77,17,18,existing,320.5931367490688,8,77,17,18,existing,320.5931367490688,8,77,17,388,existing,257.04121217126175
9,9,78,18,18,existing,0.0,9,78,18,18,existing,0.0,9,78,18,428,existing,238.20663917454377
10,10,75,19,18,existing,107.87929667983018,10,75,19,18,existing,107.87929667983018,10,75,19,428,existing,130.32734249471358
11,11,66,22,467,allocated,779.6438710724512,11,66,22,500,existing,1032.8740853423517,11,66,22,467,existing,779.6438710724512
12,12,66,23,467,allocated,726.1167671191038,12,66,23,395,existing,1028.4704422280945,12,66,23,467,existing,726.1167671191038
13,13,66,24,467,allocated,708.2586218228721,13,66,24,500,existing,961.4888360927725,13,66,24,467,existing,708.2586218228721
14,14,84,25,30,existing,725.389381828527,14,84,25,210,existing,482.147621337113,14,84,25,44,existing,386.3556973368246
15,15,84,26,30,existing,732.4631269831434,15,84,26,210,existing,584.9522305365238,15,84,26,528,allocated,464.1870706822798
16,16,82,28,238,existing,219.03889850358104,16,82,28,447,existing,458.4877347452202,16,82,28,416,allocated,146.8972181266549
17,17,82,33,238,existing,752.2674336670661,17,82,33,500,existing,573.153358489643,17,82,33,360,existing,673.1870594819724
18,18,82,34,238,existing,550.2435865919991,18,82,34,500,existing,487.8416990152499,18,82,34,416,allocated,478.101906215073
19,19,83,35,415,existing,246.00225945854783,19,83,35,447,existing,382.5042785022177,19,83,35,416,allocated,342.6269319213952
20,20,83,36,415,existing,332.58064232826325,20,83,36,447,existing,301.41864320907,20,83,36,416,allocated,429.2053147911106
21,21,83,37,415,existing,106.74985389771336,21,83,37,447,existing,243.2518729413832,21,83,37,416,allocated,203.37452636056074
22,22,83,38,415,existing,39.23191255602402,22,83,38,447,existing,175.73393159969385,22,83,38,416,allocated,135.85658501887139
23,23,48,40,374,allocated,786.8140767048785,23,48,40,236,allocated,246.00017840980811,23,48,40,331,existing,169.1452791212574
24,24,48,41,374,allocated,710.2224868328364,24,48,41,236,allocated,322.5917682818502,24,48,41,331,existing,245.73686899329948
25,25,75,45,18,existing,478.1205615441847,25,75,45,210,existing,468.48918720162663,25,75,45,44,existing,60.74583152392422
26,26,77,46,18,existing,215.79801521809742,26,77,46,18,existing,215.79801521809742,26,77,46,428,existing,22.40862395644636
27,27,77,47,18,existing,328.4379380530433,27,77,47,18,existing,328.4379380530433,27,77,47,428,existing,135.04854679139225
28,28,48,48,374,allocated,634.8553329213757,28,48,48,434,allocated,289.3364383121004,28,48,48,532,existing,482.4607564377867
29,29,48,49,374,allocated,722.7581660969286,29,48,49,434,allocated,377.2392714876533,29,48,49,532,existing,570.3635896133396
30,30,83,50,415,existing,188.91389393563978,30,83,50,447,existing,325.4159129793096,30,83,50,416,allocated,285.53856639848715
31,31,83,51,415,existing,183.89666542286068,31,83,51,447,existing,320.39868446653054,31,83,51,416,allocated,280.521337885708
32,32,84,52,30,existing,637.1498304128679,32,84,52,210,existing,570.3871727527721,32,84,52,528,allocated,368.8737741120043
33,33,84,53,30,existing,597.8188991530025,33,84,53,210,existing,609.7181040126375,33,84,53,528,allocated,329.54284285213885
34,34,82,54,238,existing,254.49871005072106,34,82,54,447,existing,493.94754629236024,34,82,54,416,allocated,182.35702967379495
35,35,82,57,238,existing,154.7535736340406,35,82,57,447,existing,541.46227311011,35,82,57,416,allocated,229.8717564915447
36,36,82,60,238,existing,1054.3641885229556,36,82,60,31,existing,1007.7507843496063,36,82,60,242,existing,986.6458315210758
37,37,81,61,559,existing,456.1838954881523,37,81,61,31,existing,387.1884136970236,37,81,61,242,existing,366.08346086849315
