,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant
0,0,52,0,148,existing,641.5209456997385,0,52,0,149,existing,231.92972304909432,0,52,0,1,allocated,23.117548180230347,0,60,0,42,existing,387.25159491722957,0,59,0,42,existing,387.25159491722957,0,61,0,113,existing,411.09733594936773,0,63,0,184,existing,1371.0156850517915,0,62,0,184,existing,1371.0156850517915,0,65,0,73,existing,1643.9139324512448,0,64,0,75,existing,1603.3396345167594
1,1,52,1,148,existing,661.6063404531234,1,52,1,149,existing,208.812174868864,1,52,1,1,allocated,0.0,1,60,1,42,existing,364.13404673699915,1,59,1,42,existing,364.13404673699915,1,61,1,113,existing,387.9797877691374,1,63,1,184,existing,1394.1332332320217,1,62,1,184,existing,1394.1332332320217,1,64,1,75,existing,1626.4571826969898,1,65,1,73,existing,1667.0314806314752
2,2,55,2,184,existing,377.5943380329476,2,55,2,100,existing,167.70359708452366,2,55,2,3,allocated,74.1793679229672,2,63,2,184,existing,377.5943380329476,2,62,2,184,existing,377.5943380329476,2,64,2,75,existing,392.6452980563054,2,65,2,73,existing,488.25836842118565,2,59,2,42,existing,1597.9459313776836,2,61,2,113,existing,1621.7916724098218,2,60,2,42,existing,1597.9459313776836
3,3,56,3,75,existing,318.46593013333825,3,56,3,100,existing,241.88296500749087,3,56,3,3,allocated,0.0,3,64,3,75,existing,318.46593013333825,3,65,3,73,existing,414.0790004982184,3,62,3,184,existing,451.7737059559148,3,63,3,184,existing,451.7737059559148,3,61,3,113,existing,1695.971040332789,3,59,3,42,existing,1672.1252993006508,3,60,3,42,existing,1672.1252993006508
4,4,56,4,75,existing,613.7390337929568,4,56,4,95,existing,473.92538145939716,4,56,4,201,allocated,522.3347901692603,4,64,4,75,existing,613.7390337929568,4,65,4,73,existing,624.5041645283526,4,63,4,184,existing,879.4786821283673,4,62,4,184,existing,879.4786821283673,4,59,4,42,existing,1771.9867979662176,4,60,4,42,existing,1771.9867979662176,4,61,4,113,existing,1795.8325389983556
5,5,57,5,73,existing,650.4371900699408,5,57,5,95,existing,645.4839135688334,5,57,5,201,allocated,350.7762580598241,5,65,5,73,existing,650.4371900699408,5,64,5,75,existing,692.2975501022138,5,62,5,184,existing,964.7550924620809,5,63,5,184,existing,964.7550924620809,5,60,5,42,existing,1943.5453300756537,5,61,5,113,existing,1967.391071107792,5,59,5,42,existing,1943.5453300756537
6,6,54,6,165,existing,546.9361801902143,6,54,6,100,existing,406.1925574628981,6,54,6,211,existing,208.351478578896,6,63,6,184,existing,612.7466278424873,6,62,6,184,existing,612.7466278424873,6,64,6,75,existing,707.1849533555207,6,65,6,73,existing,802.7980237204009,6,59,6,42,existing,1356.8049234320417,6,61,6,113,existing,1380.65066446418,6,60,6,42,existing,1356.8049234320417
7,7,54,7,165,existing,762.4775847720298,7,54,7,224,existing,514.7843087135789,7,54,7,137,allocated,243.5200236779105,7,63,7,184,existing,827.075371058072,7,62,7,184,existing,827.075371058072,7,64,7,75,existing,849.3277105837626,7,65,7,73,existing,944.9407809486429,7,59,7,42,existing,1141.2635188502263,7,61,7,113,existing,1165.1092598823645,7,60,7,42,existing,1141.2635188502263
8,8,54,8,165,existing,348.4017076965778,8,54,8,224,existing,667.1317637197286,8,54,8,236,allocated,188.4203831791463,8,63,8,184,existing,683.1359693625409,8,62,8,184,existing,683.1359693625409,8,64,8,75,existing,1015.2503491568507,8,59,8,42,existing,1086.0715042605163,8,61,8,113,existing,1109.9172452926546,8,60,8,42,existing,1086.0715042605163,8,65,8,73,existing,1110.863419521731
9,9,54,9,165,existing,485.0524229362295,9,54,9,224,existing,530.4810484800769,9,54,9,137,allocated,259.2167634444086,9,63,9,184,existing,819.7866846021925,9,62,9,184,existing,819.7866846021925,9,59,9,42,existing,949.4207890208646,9,60,9,42,existing,949.4207890208646,9,61,9,113,existing,973.2665300530028,9,64,9,75,existing,1151.9010643965025,9,65,9,73,existing,1247.5141347613826
