,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
0,0,200,5,743,existing,595.0859675634036,0,200,5,849,existing,244.52587722915848,0,200,5,440,allocated,218.03536170286912,0,241,5,486,existing,867.7912590164756,0,237,5,197,existing,1030.4325198049332,0,236,5,197,existing,1030.4325198049332,0,238,5,197,existing,1030.4325198049332,0,249,5,565,existing,1542.262047467234,0,263,5,151,existing,1545.1080187546688,0,248,5,131,existing,1249.6159854154669,0,250,5,691,existing,1587.9926363991826,0,244,5,691,existing,1587.9926363991826,0,232,5,691,existing,1587.9926363991826
1,1,225,8,296,existing,1007.6717995941259,1,225,8,688,existing,391.24666081050077,1,225,8,440,allocated,248.94359903611397,1,237,8,197,existing,1140.8480264669633,1,238,8,197,existing,1140.8480264669633,1,241,8,486,existing,1288.025436704742,1,236,8,197,existing,1140.8480264669633,1,247,8,699,existing,1517.7454549360245,1,246,8,699,existing,1517.7454549360245,1,248,8,131,existing,1669.8501631037334,1,249,8,565,existing,1962.4962251555007,1,250,8,691,existing,2008.2268140874492,1,244,8,691,existing,2008.2268140874492
2,2,225,9,296,existing,841.5986857516647,2,225,9,849,existing,545.4317241256805,2,225,9,440,allocated,82.87048519365283,2,238,9,197,existing,1120.286171983193,2,236,9,197,existing,1120.286171983193,2,237,9,197,existing,1120.286171983193,2,241,9,486,existing,1121.9523228622809,2,248,9,131,existing,1503.7770492612722,2,247,9,699,existing,1583.0484742990561,2,249,9,565,existing,1796.4231113130395,2,246,9,699,existing,1583.0484742990561,2,244,9,691,existing,1842.153700244988,2,232,9,691,existing,1842.153700244988
3,3,208,16,197,existing,990.0375395978452,3,208,16,374,existing,351.71826878262993,3,208,16,1014,allocated,422.6044496940483,3,238,16,197,existing,990.0375395978452,3,236,16,197,existing,990.0375395978452,3,241,16,486,existing,1334.0607669549943,3,237,16,197,existing,990.0375395978452,3,248,16,131,existing,1715.8854933539856,3,247,16,699,existing,1366.9349680669065,3,246,16,699,existing,1366.9349680669065,3,249,16,565,existing,2008.531555405753,3,232,16,691,existing,2054.262144337701,3,244,16,691,existing,2054.262144337701
4,4,208,17,197,existing,1087.4906931552382,4,208,17,374,existing,449.1714223400227,4,208,17,1014,allocated,520.0576032514412,4,237,17,197,existing,1087.4906931552382,4,238,17,197,existing,1087.4906931552382,4,241,17,486,existing,1431.5139205123871,4,236,17,197,existing,1087.4906931552382,4,249,17,565,existing,2105.9847089631457,4,247,17,699,existing,1432.4029344903759,4,246,17,699,existing,1432.4029344903759,4,248,17,131,existing,1813.3386469113784,4,232,17,691,existing,2151.7152978950944,4,250,17,691,existing,2151.7152978950944
5,5,222,18,658,existing,500.8175075678621,5,222,18,472,existing,962.7467737385874,5,222,18,92,allocated,198.5670091716775,5,263,18,151,existing,528.4896404441539,5,248,18,131,existing,1054.7297405812,5,244,18,691,existing,1079.8345200317872,5,232,18,691,existing,1079.8345200317872,5,261,18,804,existing,1221.2899995286302,5,265,18,804,existing,1221.2899995286302,5,249,18,565,existing,1125.5651089637358,5,250,18,691,existing,1079.8345200317872,5,230,18,554,existing,1466.7428661092247,5,241,18,486,existing,1436.5544669801914
6,6,222,19,658,existing,453.8361063588235,6,222,19,472,existing,915.7653725295488,6,222,19,92,allocated,244.25884082096798,6,263,19,151,existing,574.1814720934444,6,248,19,131,existing,1012.8588384240319,6,250,19,691,existing,1037.963617874619,6,232,19,691,existing,1037.963617874619,6,261,19,804,existing,1206.2492183949294,6,244,19,691,existing,1037.963617874619,6,249,19,565,existing,1083.6942068065675,6,265,19,804,existing,1206.2492183949294,6,230,19,554,existing,1512.434697758515,6,241,19,486,existing,1394.683564823023
7,7,216,20,808,existing,258.83850426570064,7,216,20,399,existing,445.48476223142393,7,216,20,20,allocated,0.0,7,248,20,131,existing,293.2911795165461,7,244,20,691,existing,378.94600351342984,7,250,20,691,existing,378.94600351342984,7,232,20,691,existing,378.94600351342984,7,261,20,804,existing,767.9117763471132,7,241,20,486,existing,675.1159059155374,7,265,20,804,existing,767.9117763471132,7,249,20,565,existing,424.67659244537833,7,242,20,650,existing,1106.0011627428894,7,263,20,151,existing,1237.3489296998252
8,8,214,22,811,existing,334.4284695138216,8,214,22,472,existing,999.1534334320534,8,214,22,92,allocated,76.91320810937765,8,263,22,151,existing,259.706019379121,8,261,22,804,existing,1120.5607221789126,8,265,22,804,existing,1120.5607221789126,8,230,22,554,existing,1197.959245044192,8,232,22,691,existing,1296.0388692878378,8,248,22,131,existing,1270.9340898372507,8,244,22,691,existing,1296.0388692878378,8,250,22,691,existing,1296.0388692878378,8,242,22,650,existing,1458.6501085746886,8,249,22,565,existing,1341.7694582197862
9,9,214,23,811,existing,371.2295980336638,9,214,23,472,existing,1035.9545619518958,9,214,23,92,allocated,113.71433662921993,9,263,23,151,existing,296.5071478989633,9,265,23,804,existing,1083.75959365907,9,261,23,804,existing,1083.75959365907,9,248,23,131,existing,1234.1329613174084,9,250,23,691,existing,1259.2377407679955,9,232,23,691,existing,1259.2377407679955,9,244,23,691,existing,1259.2377407679955,9,230,23,554,existing,1234.7603735640341,9,249,23,565,existing,1304.968329699944,9,242,23,650,existing,1421.8489800548462
10,10,200,24,743,existing,238.7491437350513,10,200,24,849,existing,357.61685856673864,10,200,24,823,allocated,263.3473886858438,10,248,24,131,existing,822.2210464475568,10,241,24,486,existing,894.3479524663439,10,232,24,691,existing,1160.5976974312725,10,249,24,565,existing,1114.867108499324,10,250,24,691,existing,1160.5976974312725,10,244,24,691,existing,1160.5976974312725,10,263,24,151,existing,1204.4478506113496,10,236,24,197,existing,1278.0196530080043,10,238,24,197,existing,1278.0196530080043,10,237,24,197,existing,1278.0196530080043
11,11,200,25,743,existing,298.29514722058263,11,200,25,768,existing,337.05483497570424,11,200,25,823,allocated,322.8933921713751,11,248,25,131,existing,823.2622249939841,11,241,25,486,existing,834.8019489808125,11,232,25,691,existing,1161.6388759776999,11,249,25,565,existing,1115.9082870457514,11,250,25,691,existing,1161.6388759776999,11,237,25,197,existing,1218.4736495224731,11,238,25,197,existing,1218.4736495224731,11,244,25,691,existing,1161.6388759776999,11,263,25,151,existing,1263.9938540968808,11,236,25,197,existing,1218.4736495224731
12,12,200,26,743,existing,441.4024245211223,12,200,26,768,existing,323.0372699028783,12,200,26,768,allocated,323.0372699028783,12,248,26,131,existing,706.8537724429209,12,241,26,486,existing,718.3934964297493,12,249,26,565,existing,999.4998344946882,12,244,26,691,existing,1045.2304234266367,12,250,26,691,existing,1045.2304234266367,12,237,26,197,existing,1102.0651969714097,12,232,26,691,existing,1045.2304234266367,12,238,26,197,existing,1102.0651969714097,12,236,26,197,existing,1102.0651969714097,12,263,26,151,existing,1407.1011313974204
13,13,200,27,743,existing,514.8782654251256,13,200,27,768,existing,222.86260424939854,13,200,27,768,allocated,222.86260424939854,13,248,27,131,existing,606.6791067894412,13,241,27,486,existing,618.2188307762696,13,249,27,565,existing,899.3251688412086,13,232,27,691,existing,945.055757773157,13,250,27,691,existing,945.055757773157,13,238,27,197,existing,1001.89053131793,13,236,27,197,existing,1001.89053131793,13,244,27,691,existing,945.055757773157,13,263,27,151,existing,1480.576972301424,13,237,27,197,existing,1001.89053131793
14,14,202,32,553,existing,174.56469340671015,14,202,32,472,existing,2119.9070634400823,14,202,32,30,allocated,35.1641702889322,14,230,32,554,existing,260.12941827048456,14,242,32,650,existing,869.206959980306,14,263,32,151,existing,1169.6505458802199,14,265,32,804,existing,1185.7138734424975,14,261,32,804,existing,1185.7138734424975,14,251,32,594,existing,1562.4446427457362,14,253,32,594,existing,1562.4446427457362,14,252,32,594,existing,1562.4446427457362,14,254,32,471,existing,1585.48634163953,14,233,32,594,existing,1562.4446427457362
15,15,208,35,197,existing,1455.4060774657614,15,208,35,688,existing,780.8800875900582,15,208,35,1014,allocated,887.9729875619645,15,237,35,197,existing,1455.4060774657614,15,238,35,197,existing,1455.4060774657614,15,241,35,486,existing,1789.4381235841206,15,236,35,197,existing,1455.4060774657614,15,248,35,131,existing,2171.2628499831117,15,246,35,699,existing,1832.3035059348229,15,249,35,565,existing,2463.908912034879,15,247,35,699,existing,1832.3035059348229,15,232,35,691,existing,2509.6395009668277,15,244,35,691,existing,2509.6395009668277
16,16,208,36,197,existing,1496.140936782406,16,208,36,688,existing,821.6149469067029,16,208,36,1014,allocated,928.7078468786092,16,238,36,197,existing,1496.140936782406,16,237,36,197,existing,1496.140936782406,16,241,36,486,existing,1830.1729829007652,16,236,36,197,existing,1496.140936782406,16,246,36,699,existing,1873.0383652514674,16,249,36,565,existing,2504.6437713515234,16,248,36,131,existing,2211.997709299756,16,247,36,699,existing,1873.0383652514674,16,232,36,691,existing,2550.374360283472,16,250,36,691,existing,2550.374360283472
17,17,216,40,808,existing,410.76664338163926,17,216,40,399,existing,597.4129013473625,17,216,40,40,allocated,0.0,17,248,40,131,existing,445.2193186324847,17,244,40,691,existing,530.8741426293685,17,250,40,691,existing,530.8741426293685,17,232,40,691,existing,530.8741426293685,17,241,40,486,existing,827.044045031476,17,261,40,804,existing,919.839915463052,17,265,40,804,existing,919.839915463052,17,249,40,565,existing,576.604731561317,17,263,40,151,existing,1101.027862412333,17,242,40,650,existing,1257.9293018588282
18,18,208,59,197,existing,1205.1838931055886,18,208,59,688,existing,515.1888366820617,18,208,59,440,allocated,630.6035342867849,18,238,59,197,existing,1205.1838931055886,18,237,59,197,existing,1205.1838931055886,18,241,59,486,existing,1523.746872676124,18,236,59,197,existing,1205.1838931055886,18,248,59,131,existing,1905.571599075115,18,247,59,699,existing,1582.08132157465,18,246,59,699,existing,1582.08132157465,18,249,59,565,existing,2198.2176611268824,18,244,59,691,existing,2243.948250058831,18,232,59,691,existing,2243.948250058831
19,19,208,60,197,existing,1104.474752783421,19,208,60,374,existing,466.1554819682057,19,208,60,440,allocated,529.8943939646173,19,238,60,197,existing,1104.474752783421,19,236,60,197,existing,1104.474752783421,19,241,60,486,existing,1423.0377323539562,19,237,60,197,existing,1104.474752783421,19,247,60,699,existing,1481.3721812524823,19,246,60,699,existing,1481.3721812524823,19,248,60,131,existing,1804.8624587529475,19,249,60,565,existing,2097.508520804715,19,250,60,691,existing,2143.2391097366635,19,244,60,691,existing,2143.2391097366635
20,20,200,61,743,existing,1452.1013307548856,20,200,61,573,existing,468.49863380437705,20,200,61,288,allocated,1018.2893585481185,20,241,61,486,existing,2021.975870188467,20,237,61,197,existing,2075.6804843477366,20,236,61,197,existing,2075.6804843477366,20,238,61,197,existing,2075.6804843477366,20,246,61,699,existing,2452.577912816798,20,247,61,699,existing,2452.577912816798,20,248,61,131,existing,2231.1728656275136,20,263,61,151,existing,2368.5593528532418,20,249,61,565,existing,2523.818927679281,20,232,61,691,existing,2569.549516611229
21,21,200,62,743,existing,1400.5075428857492,21,200,62,573,existing,416.90484593524087,21,200,62,288,allocated,966.6955706789822,21,241,62,486,existing,1970.3820823193307,21,237,62,197,existing,2024.0866964786,21,236,62,197,existing,2024.0866964786,21,238,62,197,existing,2024.0866964786,21,246,62,699,existing,2400.9841249476617,21,247,62,699,existing,2400.9841249476617,21,248,62,131,existing,2179.579077758377,21,263,62,151,existing,2316.9655649841056,21,244,62,691,existing,2517.955728742093,21,249,62,565,existing,2472.2251398101444
