,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
0,0,90,0,523,existing,711.4745026350907,0,90,0,137,existing,349.4852408204658,0,90,0,220,allocated,750.4057410550307,0,97,0,216,existing,838.5962635138055,0,112,0,218,existing,939.8443932287323,0,111,0,405,existing,1695.984984875145,0,113,0,634,existing,1534.3977676557072,0,110,0,405,existing,1695.984984875145,0,99,0,405,existing,1695.984984875145,0,107,0,335,existing,1778.9631730889778,0,108,0,335,existing,1778.9631730889778,0,102,0,544,existing,2285.748015373137,0,109,0,386,existing,2003.899312426135
1,1,93,1,389,existing,772.2271269154065,1,93,1,137,existing,427.8801234465264,1,93,1,220,allocated,756.4810443932793,1,97,1,216,existing,916.9911461398663,1,112,1,218,existing,969.3622908490145,1,110,1,405,existing,1702.0602882133935,1,113,1,634,existing,1540.4730709939556,1,107,1,335,existing,1857.3580557150383,1,108,1,335,existing,1857.3580557150383,1,111,1,405,existing,1702.0602882133935,1,99,1,405,existing,1702.0602882133935,1,102,1,544,existing,2223.26212165415,1,109,1,386,existing,1941.4134187071481
2,2,87,2,446,existing,524.2518632978049,2,87,2,676,existing,279.77448496350405,2,87,2,429,allocated,361.9497627655264,2,109,2,386,existing,622.3623501507006,2,101,2,545,existing,763.9606701246745,2,103,2,66,existing,764.3038214901162,2,102,2,544,existing,784.1828405528507,2,107,2,335,existing,930.6903211268691,2,104,2,434,existing,991.5458067835536,2,108,2,335,existing,930.6903211268691,2,105,2,434,existing,991.5458067835536,2,110,2,405,existing,1950.5447677202746,2,113,2,634,existing,1754.7152962631974
3,3,87,3,446,existing,506.24526226187504,3,87,3,676,existing,297.7810859994339,3,87,3,429,allocated,343.9431617295965,3,109,3,386,existing,605.4947865104316,3,103,3,66,existing,746.2972204541863,3,102,3,544,existing,802.1894415887806,3,101,3,545,existing,781.9672711606044,3,107,3,335,existing,913.8227574866,3,108,3,335,existing,913.8227574866,3,104,3,434,existing,973.5392057476238,3,105,3,434,existing,973.5392057476238,3,113,3,634,existing,1772.7218972991272,3,99,3,405,existing,1968.5513687562043
4,4,93,6,389,existing,1098.155157925648,4,93,6,443,existing,663.5318079069596,4,93,6,443,allocated,663.5318079069596,4,113,6,634,existing,387.2756971991421,4,110,6,405,existing,1270.5792590152935,4,99,6,405,existing,1270.5792590152935,4,111,6,405,existing,1270.5792590152935,4,102,6,544,existing,1719.5448440711907,4,97,6,216,existing,1619.724719430125,4,101,6,545,existing,1739.7670144993667,4,112,6,218,existing,1328.7163770279572,4,100,6,28,existing,1750.3595831912676,4,98,6,262,existing,2073.5087092027525
5,5,93,7,389,existing,886.8871538809225,5,93,7,443,existing,457.9951863945894,5,93,7,443,allocated,457.9951863945894,5,113,7,634,existing,176.0076931544166,5,99,7,405,existing,1064.4614884511636,5,111,7,405,existing,1064.4614884511636,5,110,7,405,existing,1064.4614884511636,5,101,7,545,existing,1534.2303929869965,5,112,7,218,existing,1117.4483729832316,5,102,7,544,existing,1514.0082225588203,5,97,7,216,existing,1408.4567153853995,5,100,7,28,existing,1544.8229616788972,5,98,7,262,existing,1867.9720876903825
6,6,88,8,335,existing,807.8242304559506,6,88,8,319,existing,563.0993344042442,6,88,8,179,allocated,451.47630816328535,6,108,8,335,existing,807.8242304559506,6,107,8,335,existing,807.8242304559506,6,103,8,66,existing,1459.9564113126157,6,109,8,386,existing,1030.6131240522827,6,97,8,216,existing,1782.6798351811246,6,105,8,434,existing,1687.198396606053,6,112,8,218,existing,1883.9279648960514,6,104,8,434,existing,1687.198396606053,6,101,8,545,existing,2039.235047419807,6,102,8,544,existing,2059.457217847983
7,7,88,9,335,existing,754.8543495669712,7,88,9,319,existing,616.0692152932236,7,88,9,179,allocated,504.44618905226474,7,108,9,335,existing,754.8543495669712,7,107,9,335,existing,754.8543495669712,7,103,9,66,existing,1471.1962836150255,7,109,9,386,existing,1041.8529963546926,7,104,9,434,existing,1698.438268908463,7,105,9,434,existing,1698.438268908463,7,97,9,216,existing,1835.6497160701044,7,112,9,218,existing,1936.8978457850312,7,102,9,544,existing,2006.4873369590036,7,101,9,545,existing,1986.2651665308272
8,8,89,12,386,existing,243.64483424699785,8,89,12,372,existing,638.6072695993307,8,89,12,446,existing,432.9361633150194,8,109,12,386,existing,243.64483424699785,8,107,12,335,existing,391.514841115183,8,108,12,335,existing,391.514841115183,8,103,12,66,existing,672.9881215073307,8,105,12,434,existing,900.230106800768,8,104,12,434,existing,900.230106800768,8,102,12,544,existing,1436.2727014837074,8,101,12,545,existing,1416.0505310555309,8,111,12,405,existing,2084.598555926831,8,113,12,634,existing,1738.945058584872
9,9,89,13,386,existing,122.15607516500157,9,89,13,372,existing,517.1185105173344,9,89,13,446,existing,311.4474042330231,9,109,13,386,existing,122.15607516500157,9,107,13,335,existing,270.0260820331867,9,108,13,335,existing,270.0260820331867,9,103,13,66,existing,551.4993624253344,9,105,13,434,existing,778.7413477187717,9,104,13,434,existing,778.7413477187717,9,101,13,545,existing,1508.4790954403766,9,102,13,544,existing,1528.7012658685528,9,113,13,634,existing,1860.4338176668684,9,111,13,405,existing,2206.0873150088273
